episode,game_status,total_reward,turns,agent_stars,agent_cards_left,opponents_alive
2592,victory,1900.0,117,2,6,0
2593,victory,2300.0,16,6,0,8
2594,victory,2000.0,11,3,0,9
2595,eliminated,-2100.0,16,2,0,9
2596,victory,2000.0,48,3,0,5
2597,victory,2000.0,16,3,0,9
2598,victory,2400.0,8,7,0,8
2599,eliminated,-2300.0,10,0,6,10
2600,victory,2100.0,135,4,1,0
2601,eliminated,-2100.0,97,2,0,2
2602,victory,2400.0,11,7,0,7
2603,eliminated,-2200.0,19,1,0,9
2604,eliminated,-2300.0,28,0,0,5
2605,victory,2200.0,22,5,0,7
2606,victory,2300.0,32,6,0,6
2607,eliminated,-2100.0,94,2,0,1
2608,eliminated,-2300.0,9,0,3,10
2609,victory,2300.0,10,6,0,8
2610,victory,2200.0,63,5,0,2
2611,victory,2100.0,34,4,0,8
2612,victory,2000.0,12,3,0,8
2613,victory,2300.0,97,6,0,2
2614,eliminated,-2300.0,4,0,6,10
2615,victory,2400.0,52,7,0,2
2616,victory,2000.0,17,3,0,8
2617,victory,2000.0,21,3,0,8
2618,victory,2400.0,106,7,0,0
2619,victory,2100.0,388,4,2,0
2620,victory,2200.0,26,5,0,6
2621,victory,2200.0,81,5,0,3
2622,victory,2200.0,22,5,0,6
2623,victory,2500.0,22,8,0,7
2624,victory,2400.0,10,7,0,9
2625,victory,2100.0,30,4,0,7
2626,victory,2100.0,32,4,0,8
2627,victory,2000.0,45,3,0,4
2628,victory,2100.0,17,4,0,9
2629,victory,2200.0,27,5,0,9
2630,victory,2400.0,25,7,0,6
2631,victory,2100.0,15,4,0,6
2632,eliminated,-2100.0,13,2,0,9
2633,victory,2500.0,135,8,3,0
2634,eliminated,-2100.0,109,2,0,2
2635,eliminated,-2300.0,10,0,4,9
2636,victory,2000.0,19,3,0,7
2637,victory,2000.0,16,3,0,8
2638,eliminated,-2200.0,80,1,0,4
2639,victory,2300.0,22,6,0,9
2640,victory,2500.0,12,8,0,8
2641,victory,2100.0,89,4,0,3
2642,victory,2300.0,75,6,0,3
2643,eliminated,-2300.0,6,0,3,10
2644,victory,2300.0,22,6,0,7
2645,victory,2300.0,12,6,0,8
2646,victory,2300.0,25,6,0,5
2647,victory,2000.0,11,3,0,7
2648,eliminated,-2100.0,40,2,0,4
2649,victory,2400.0,15,7,0,7
2650,victory,2100.0,33,4,0,6
2651,victory,2200.0,35,5,0,5
2652,victory,2000.0,22,3,0,7
2653,eliminated,-2300.0,171,0,0,1
2654,victory,2100.0,19,4,0,8
2655,eliminated,-2200.0,25,1,0,8
2656,victory,2200.0,120,5,3,0
2657,eliminated,-2300.0,22,0,4,7
2658,victory,2500.0,21,8,0,6
2659,victory,2500.0,14,8,0,8
2660,eliminated,-2100.0,47,2,0,5
2661,eliminated,-2300.0,2,0,6,10
2662,victory,2200.0,14,5,0,9
2663,victory,2200.0,31,5,0,6
2664,victory,2300.0,12,6,0,10
2665,victory,2000.0,19,3,0,7
2666,victory,2100.0,59,4,0,5
2667,victory,2000.0,63,3,2,0
2668,victory,2400.0,17,7,0,9
2669,victory,2700.0,13,10,0,7
2670,eliminated,-2300.0,15,0,3,9
2671,victory,2300.0,466,6,0,1
2672,victory,2200.0,91,5,0,2
2673,eliminated,-2300.0,63,0,0,1
2674,victory,2000.0,11,3,0,9
2675,eliminated,-2300.0,11,0,5,9
2676,eliminated,-2100.0,36,2,0,7
2677,eliminated,-2300.0,10,0,4,10
2678,eliminated,-2200.0,30,1,0,8
2679,eliminated,-2100.0,60,2,0,3
2680,victory,2100.0,237,4,0,1
2681,victory,2300.0,16,6,0,6
2682,victory,2000.0,9,3,0,9
2683,victory,2300.0,30,6,0,5
2684,eliminated,-2300.0,15,0,1,10
2685,eliminated,-2300.0,8,0,3,10
2686,victory,2500.0,178,8,0,2
2687,victory,2000.0,11,3,0,10
2688,victory,2100.0,89,4,0,2
2689,eliminated,-2300.0,13,0,1,10
2690,victory,2100.0,15,4,0,9
2691,victory,2300.0,33,6,0,5
2692,victory,2000.0,296,3,0,1
2693,victory,2000.0,11,3,0,10
2694,eliminated,-1600.0,500,7,2,1
2695,victory,2000.0,12,3,0,10
2696,eliminated,-2300.0,15,0,5,8
2697,victory,2300.0,34,6,0,6
2698,eliminated,-2100.0,15,2,0,9
2699,eliminated,-2300.0,25,0,4,8
2700,eliminated,-2300.0,17,0,5,10
2701,eliminated,-2300.0,5,0,4,10
2702,victory,2100.0,22,4,0,8
2703,victory,2100.0,10,4,0,9
2704,eliminated,-2100.0,36,2,0,4
2705,eliminated,-2300.0,7,0,5,10
2706,victory,2200.0,18,5,0,8
2707,eliminated,-2100.0,500,2,7,1
2708,victory,2100.0,77,4,0,0
2709,eliminated,-2300.0,3,0,6,10
2710,victory,2100.0,32,4,0,3
2711,victory,2100.0,31,4,0,8
2712,victory,2400.0,20,7,0,9
2713,victory,2000.0,254,3,0,2
2714,victory,2200.0,16,5,0,9
2715,victory,2000.0,29,3,0,6
2716,victory,2000.0,31,3,0,7
2717,eliminated,-2300.0,45,0,0,4
2718,victory,2300.0,17,6,0,9
2719,eliminated,-2100.0,12,2,0,10
2720,victory,2300.0,55,6,0,3
2721,victory,2100.0,28,4,0,7
2722,eliminated,-2300.0,6,0,5,10
2723,victory,2100.0,13,4,0,9
2724,victory,2000.0,31,3,0,5
2725,eliminated,-2100.0,322,2,0,0
2726,victory,2000.0,14,3,0,9
2727,eliminated,-1600.0,500,7,1,1
2728,eliminated,-2100.0,10,2,0,8
2729,victory,2400.0,124,7,0,1
2730,victory,2200.0,43,5,0,4
2731,victory,2300.0,33,6,0,5
2732,victory,2300.0,18,6,0,10
2733,victory,2000.0,22,3,0,9
2734,eliminated,-2100.0,20,2,0,9
2735,victory,2200.0,30,5,0,8
2736,victory,2400.0,38,7,0,8
2737,victory,2100.0,43,4,0,4
2738,eliminated,-2200.0,141,1,0,2
2739,victory,2300.0,26,6,0,9
2740,victory,2500.0,139,8,0,1
2741,victory,2100.0,29,4,0,7
2742,victory,2000.0,9,3,0,10
2743,eliminated,-2300.0,29,0,0,7
2744,victory,2100.0,16,4,0,10
2745,victory,2200.0,37,5,0,5
2746,victory,2200.0,334,5,0,1
2747,victory,2100.0,41,4,0,6
2748,eliminated,-2100.0,11,2,0,9
2749,victory,2300.0,348,6,0,0
2750,victory,2000.0,28,3,0,5
2751,victory,2500.0,37,8,0,4
2752,eliminated,-2300.0,12,0,3,9
2753,victory,2000.0,20,3,0,9
2754,eliminated,-2100.0,19,2,0,9
2755,victory,2000.0,13,3,0,7
2756,eliminated,-2300.0,44,0,0,6
2757,victory,2200.0,175,5,3,0
2758,victory,2000.0,19,3,0,8
2759,eliminated,-2100.0,32,2,0,5
2760,victory,2200.0,34,5,0,5
2761,victory,2300.0,58,6,0,7
2762,victory,2100.0,98,4,0,3
2763,victory,2100.0,35,4,0,6
2764,eliminated,-2300.0,25,0,0,8
2765,victory,2000.0,27,3,0,6
2766,victory,2200.0,30,5,0,5
2767,victory,2200.0,77,5,0,3
2768,eliminated,-2100.0,19,2,0,10
2769,eliminated,-2100.0,61,2,0,1
2770,victory,1800.0,147,1,1,0
2771,victory,2200.0,15,5,0,7
2772,eliminated,-2100.0,9,2,0,10
2773,victory,2000.0,11,3,0,9
2774,victory,2100.0,37,4,0,6
2775,victory,2000.0,11,3,0,9
2776,eliminated,-2300.0,9,0,6,10
2777,victory,2000.0,23,3,0,6
2778,eliminated,-2100.0,198,2,0,0
2779,victory,2100.0,11,4,0,9
2780,victory,2300.0,26,6,0,6
2781,eliminated,-2100.0,32,2,0,8
2782,victory,2000.0,51,3,0,2
2783,victory,2300.0,27,6,0,7
2784,eliminated,-2100.0,12,2,0,10
2785,victory,2100.0,17,4,0,9
2786,victory,2200.0,21,5,0,7
2787,victory,2000.0,30,3,0,6
2788,victory,2400.0,14,7,0,8
2789,victory,2300.0,11,6,0,9
2790,victory,2200.0,11,5,0,9
2791,victory,2000.0,27,3,0,7
2792,victory,2000.0,22,3,0,5
2793,victory,2300.0,281,6,6,0
2794,victory,2300.0,15,6,0,9
2795,victory,2000.0,38,3,0,5
2796,victory,2200.0,20,5,0,8
2797,victory,2100.0,34,4,0,7
2798,eliminated,-2200.0,10,1,0,10
2799,victory,2200.0,74,5,0,2
2800,eliminated,-2200.0,16,1,0,10
2801,eliminated,-2300.0,10,0,5,10
2802,victory,2000.0,11,3,0,10
2803,eliminated,-2300.0,5,0,5,10
2804,eliminated,-2200.0,152,1,0,0
2805,victory,2000.0,26,3,0,10
2806,eliminated,-2200.0,30,1,0,6
2807,victory,2000.0,73,3,0,2
2808,eliminated,-2100.0,50,2,0,5
2809,eliminated,-2100.0,18,2,0,9
2810,victory,2500.0,23,8,0,7
2811,victory,2000.0,36,3,0,7
2812,eliminated,-2100.0,28,2,0,7
2813,eliminated,-2300.0,7,0,5,10
2814,victory,2200.0,29,5,0,3
2815,victory,2300.0,309,6,0,1
2816,eliminated,-2300.0,4,0,5,10
2817,victory,2200.0,24,5,0,8
2818,eliminated,-2200.0,40,1,0,8
2819,victory,2500.0,227,8,2,0
2820,victory,2100.0,117,4,0,2
2821,eliminated,-2300.0,35,0,0,4
2822,eliminated,-2300.0,7,0,6,10
2823,victory,2600.0,25,9,0,7
2824,victory,2000.0,30,3,0,4
2825,victory,2100.0,204,4,5,0
2826,eliminated,-2200.0,17,1,0,8
2827,victory,2500.0,270,8,0,1
2828,victory,2100.0,100,4,0,2
2829,victory,2500.0,199,8,0,0
2830,victory,2300.0,80,6,0,0
2831,victory,2000.0,19,3,0,10
2832,victory,2100.0,490,4,1,0
2833,victory,2100.0,61,4,0,3
2834,eliminated,-2300.0,13,0,0,8
2835,eliminated,-2100.0,61,2,0,3
2836,eliminated,-2100.0,62,2,0,5
2837,victory,2200.0,28,5,0,7
2838,eliminated,-2300.0,14,0,2,10
2839,victory,2100.0,31,4,0,6
2840,eliminated,-2100.0,351,2,0,1
2841,victory,2300.0,18,6,0,7
2842,victory,2000.0,55,3,0,3
2843,eliminated,-2200.0,81,1,0,3
2844,victory,2300.0,170,6,0,1
2845,victory,2000.0,51,3,0,2
2846,eliminated,-2100.0,30,2,0,8
2847,eliminated,-2100.0,52,2,0,4
2848,victory,2100.0,50,4,0,5
2849,victory,2000.0,49,3,0,3
2850,eliminated,-2300.0,10,0,6,10
2851,victory,2200.0,16,5,0,10
2852,victory,2100.0,68,4,0,2
2853,eliminated,-2100.0,30,2,0,8
2854,eliminated,-2200.0,128,1,0,1
2855,victory,2200.0,25,5,0,5
2856,eliminated,-2200.0,25,1,0,8
2857,eliminated,-2300.0,20,0,5,9
2858,victory,2200.0,161,5,3,0
2859,victory,2000.0,35,3,0,5
2860,victory,2200.0,16,5,0,9
2861,victory,2200.0,13,5,0,10
2862,victory,2400.0,17,7,0,8
2863,victory,2100.0,35,4,0,6
2864,eliminated,-2100.0,26,2,0,7
2865,eliminated,-2100.0,24,2,0,6
2866,eliminated,-2100.0,43,2,0,8
2867,victory,2100.0,49,4,0,4
2868,victory,2100.0,96,4,0,3
2869,victory,2400.0,21,7,0,7
2870,eliminated,-2300.0,8,0,4,10
2871,eliminated,-2300.0,9,0,4,9
2872,victory,2000.0,31,3,0,7
2873,victory,2400.0,37,7,0,4
2874,eliminated,-2300.0,11,0,2,9
2875,victory,2300.0,16,6,0,9
2876,eliminated,-2100.0,21,2,0,8
2877,eliminated,-2100.0,74,2,0,3
2878,victory,2300.0,22,6,0,8
2879,eliminated,-2100.0,34,2,0,6
2880,victory,2000.0,24,3,0,8
2881,eliminated,-2100.0,17,2,0,10
2882,victory,2200.0,42,5,0,3
2883,eliminated,-2100.0,500,2,3,1
2884,victory,2300.0,16,6,0,8
2885,victory,2000.0,11,3,0,8
2886,eliminated,-2300.0,8,0,4,10
2887,victory,2400.0,72,7,2,0
2888,victory,2600.0,91,9,0,3
2889,victory,2100.0,214,4,0,1
2890,victory,2100.0,122,4,1,0
2891,victory,2300.0,34,6,0,5
2892,victory,2000.0,25,3,0,6
2893,victory,2100.0,39,4,0,7
2894,victory,2200.0,12,5,0,8
2895,victory,2000.0,107,3,0,1
2896,eliminated,-2300.0,89,0,0,2
2897,victory,2100.0,8,4,0,9
2898,victory,2200.0,133,5,0,1
2899,victory,2200.0,13,5,0,9
2900,victory,2400.0,22,7,0,9
2901,victory,2400.0,19,7,0,7
2902,eliminated,-2100.0,62,2,0,5
2903,victory,2300.0,14,6,0,8
2904,victory,2000.0,21,3,0,8
2905,eliminated,-2100.0,15,2,0,10
2906,victory,2100.0,28,4,0,10
2907,eliminated,-2100.0,84,2,0,3
2908,victory,2200.0,17,5,0,9
2909,victory,2200.0,39,5,0,4
2910,victory,2000.0,25,3,0,8
2911,eliminated,-2100.0,22,2,0,8
2912,eliminated,-2300.0,6,0,5,10
2913,eliminated,-2300.0,17,0,4,10
2914,victory,2200.0,103,5,2,0
2915,eliminated,-2300.0,5,0,6,10
2916,eliminated,-1700.0,500,6,4,1
2917,victory,2000.0,42,3,0,5
2918,eliminated,-2200.0,183,1,0,2
2919,victory,2300.0,22,6,0,7
2920,victory,2400.0,214,7,0,1
2921,victory,2100.0,23,4,0,10
2922,victory,2300.0,9,6,0,10
2923,eliminated,-2300.0,14,0,2,10
2924,victory,2000.0,109,3,9,0
2925,victory,2300.0,161,6,0,1
2926,eliminated,-2100.0,14,2,0,10
2927,victory,2300.0,60,6,0,4
2928,eliminated,-2300.0,15,0,1,9
2929,eliminated,-2300.0,5,0,5,10
2930,victory,2100.0,13,4,0,9
2931,victory,1800.0,115,1,1,0
2932,eliminated,-2300.0,31,0,4,5
2933,victory,2000.0,59,3,0,5
2934,victory,2400.0,64,7,0,2
2935,victory,2200.0,223,5,0,1
2936,victory,2300.0,41,6,0,7
2937,eliminated,-2300.0,10,0,4,9
2938,victory,2000.0,14,3,0,10
2939,victory,2000.0,20,3,0,9
2940,eliminated,-2100.0,19,2,0,7
2941,victory,2000.0,20,3,0,9
2942,victory,2200.0,26,5,0,5
2943,eliminated,-2200.0,20,1,0,7
2944,victory,2300.0,14,6,0,9
2945,victory,2000.0,37,3,0,6
2946,eliminated,-2100.0,31,2,0,5
2947,eliminated,-2100.0,372,2,0,1
2948,eliminated,-2300.0,4,0,6,10
2949,eliminated,-2300.0,4,0,6,10
2950,victory,2200.0,52,5,0,4
2951,eliminated,-2300.0,5,0,5,10
2952,victory,2400.0,14,7,0,7
2953,eliminated,-2300.0,38,0,0,4
2954,victory,2000.0,52,3,2,0
2955,eliminated,-2100.0,27,2,0,7
2956,eliminated,-2300.0,16,0,6,7
2957,victory,2400.0,11,7,0,8
2958,eliminated,-2300.0,6,0,4,9
2959,eliminated,-2300.0,4,0,5,10
2960,eliminated,-2200.0,13,1,0,10
2961,eliminated,-2300.0,43,0,0,5
2962,eliminated,-2200.0,12,1,0,9
2963,victory,2000.0,180,3,0,1
2964,eliminated,-2300.0,5,0,4,10
2965,eliminated,-2300.0,26,0,4,6
2966,victory,2100.0,48,4,0,5
2967,victory,2000.0,24,3,0,8
2968,eliminated,-2300.0,19,0,0,10
2969,eliminated,-2100.0,500,2,3,1
2970,eliminated,-2200.0,36,1,0,4
2971,victory,2200.0,18,5,0,7
2972,victory,2000.0,25,3,0,8
2973,victory,2300.0,450,6,1,0
2974,victory,2100.0,25,4,0,7
2975,victory,2200.0,32,5,0,8
2976,eliminated,-2100.0,16,2,0,8
2977,victory,2300.0,25,6,0,8
2978,victory,2100.0,18,4,0,7
2979,eliminated,-2100.0,27,2,0,8
2980,eliminated,-2300.0,6,0,6,10
2981,victory,2100.0,27,4,0,8
2982,victory,2100.0,43,4,3,0
2983,victory,2400.0,21,7,0,8
2984,victory,2400.0,38,7,0,4
2985,victory,2200.0,26,5,0,6
2986,victory,2200.0,20,5,0,6
2987,victory,2100.0,18,4,0,8
2988,eliminated,-2200.0,21,1,0,6
2989,eliminated,-2300.0,6,0,5,10
2990,eliminated,-2200.0,43,1,0,5
2991,eliminated,-2300.0,43,0,2,6
2992,victory,2300.0,15,6,0,8
2993,victory,2200.0,131,5,0,0
2994,victory,2600.0,11,9,0,9
2995,victory,2100.0,101,4,0,2
2996,victory,2000.0,68,3,0,3
2997,victory,2200.0,36,5,0,5
2998,victory,2000.0,69,3,0,5
2999,victory,2000.0,43,3,0,4
3000,eliminated,-2200.0,10,1,0,8
3001,victory,2100.0,9,4,0,10
3002,victory,2100.0,39,4,0,4
3003,victory,2600.0,297,9,1,0
3004,victory,2200.0,19,5,0,8
3005,victory,2400.0,60,7,0,2
3006,victory,2200.0,24,5,0,8
3007,eliminated,-2200.0,21,1,0,7
3008,victory,2200.0,111,5,0,2
3009,eliminated,-2300.0,3,0,6,10
3010,eliminated,-2300.0,5,0,5,10
3011,victory,2200.0,53,5,0,4
3012,eliminated,-2300.0,32,0,4,6
3013,eliminated,-2100.0,16,2,0,10
3014,victory,2100.0,33,4,0,6
3015,eliminated,-2300.0,20,0,5,9
3016,eliminated,-2300.0,81,0,0,2
3017,victory,2200.0,33,5,0,8
3018,eliminated,-2100.0,37,2,0,4
3019,victory,2300.0,19,6,0,8
3020,victory,2000.0,20,3,0,7
3021,eliminated,-1900.0,500,4,1,1
3022,victory,2100.0,31,4,0,5
3023,victory,2200.0,35,5,0,3
3024,victory,2200.0,320,5,1,0
3025,victory,2100.0,20,4,0,8
3026,victory,2100.0,19,4,0,9
3027,victory,2300.0,15,6,0,7
3028,eliminated,-2300.0,17,0,4,10
3029,eliminated,-2300.0,15,0,6,10
3030,victory,2300.0,332,6,3,0
3031,victory,2300.0,47,6,0,4
3032,victory,2100.0,25,4,0,9
3033,eliminated,-2300.0,27,0,3,6
3034,victory,2400.0,59,7,0,2
3035,eliminated,-2300.0,100,0,4,3
3036,victory,2200.0,8,5,0,10
3037,victory,2300.0,163,6,0,1
3038,victory,2100.0,19,4,0,8
3039,victory,2100.0,28,4,0,10
3040,victory,2600.0,64,9,0,5
3041,victory,2100.0,19,4,0,8
3042,victory,2200.0,19,5,0,7
3043,victory,2600.0,14,9,0,7
3044,victory,2200.0,18,5,0,9
3045,victory,2100.0,25,4,0,8
3046,victory,2100.0,18,4,0,8
3047,victory,2100.0,44,4,0,6
3048,eliminated,-2300.0,39,0,1,4
3049,victory,2200.0,33,5,0,7
3050,eliminated,-2300.0,8,0,5,10
3051,victory,2300.0,142,6,0,2
3052,victory,2200.0,24,5,0,8
3053,victory,2100.0,32,4,0,5
3054,victory,2200.0,15,5,0,8
3055,eliminated,-2200.0,43,1,0,6
3056,eliminated,-2200.0,53,1,0,4
3057,eliminated,-2200.0,35,1,0,9
3058,eliminated,-2100.0,53,2,0,4
3059,eliminated,-2300.0,17,0,1,8
3060,victory,2100.0,11,4,0,9
3061,victory,2300.0,34,6,0,6
3062,eliminated,-2300.0,17,0,6,8
3063,victory,2100.0,35,4,0,6
3064,eliminated,-2300.0,33,0,0,5
3065,victory,2500.0,20,8,0,7
3066,victory,2000.0,62,3,0,3
3067,victory,2100.0,26,4,0,7
3068,eliminated,-2100.0,20,2,0,6
3069,victory,2500.0,32,8,0,5
3070,victory,2200.0,35,5,0,4
3071,eliminated,-2200.0,48,1,0,5
3072,victory,2100.0,19,4,0,9
3073,victory,2500.0,11,8,0,9
3074,eliminated,-2200.0,20,1,0,7
3075,victory,2500.0,44,8,0,6
3076,eliminated,-2300.0,16,0,1,8
3077,victory,2200.0,22,5,0,8
3078,victory,2100.0,21,4,0,8
3079,victory,2000.0,9,3,0,10
3080,eliminated,-2300.0,3,0,5,10
3081,eliminated,-2200.0,57,1,0,3
3082,victory,2100.0,32,4,0,4
3083,victory,2100.0,28,4,0,5
3084,eliminated,-2200.0,77,1,0,3
3085,eliminated,-2300.0,9,0,6,9
3086,eliminated,-2300.0,14,0,3,9
3087,eliminated,-2100.0,53,2,0,2
3088,victory,2400.0,19,7,0,7
3089,victory,2100.0,140,4,4,0
3090,victory,2100.0,44,4,0,3
3091,eliminated,-2100.0,18,2,0,8
3092,victory,2300.0,14,6,0,9
3093,eliminated,-2100.0,23,2,0,5
3094,victory,2200.0,11,5,0,10
3095,eliminated,-2200.0,14,1,0,8
3096,victory,2300.0,86,6,4,0
3097,victory,2000.0,51,3,0,5
3098,victory,2600.0,368,9,1,0
3099,victory,2400.0,22,7,0,7
3100,eliminated,-2100.0,30,2,0,7
3101,victory,2300.0,13,6,0,7
3102,victory,2100.0,34,4,0,8
3103,victory,2100.0,19,4,0,7
3104,eliminated,-2300.0,4,0,6,10
3105,victory,2500.0,25,8,0,7
3106,eliminated,-2100.0,27,2,0,10
3107,victory,2100.0,15,4,0,9
3108,victory,2300.0,15,6,0,8
3109,victory,2200.0,60,5,0,2
3110,eliminated,-2300.0,12,0,6,10
3111,victory,2100.0,18,4,0,9
3112,victory,2300.0,368,6,2,0
3113,victory,2000.0,41,3,0,6
3114,eliminated,-2300.0,5,0,6,10
3115,victory,2100.0,394,4,0,1
3116,victory,2000.0,82,3,0,3
3117,victory,2000.0,14,3,0,9
3118,eliminated,-2300.0,19,0,1,10
3119,victory,2200.0,51,5,0,3
3120,eliminated,-2100.0,16,2,0,8
3121,victory,2200.0,68,5,0,3
3122,victory,2400.0,33,7,0,7
3123,eliminated,-2300.0,5,0,6,10
3124,victory,2000.0,65,3,0,5
3125,eliminated,-2100.0,20,2,0,8
3126,eliminated,-2300.0,25,0,0,7
3127,eliminated,-2100.0,63,2,0,1
3128,victory,2400.0,27,7,0,4
3129,victory,2500.0,29,8,0,4
3130,eliminated,-2300.0,5,0,6,10
3131,victory,2300.0,37,6,0,4
3132,eliminated,-2300.0,4,0,5,10
3133,victory,2200.0,19,5,0,9
3134,victory,2000.0,16,3,0,9
3135,eliminated,-2100.0,21,2,0,6
3136,victory,2300.0,150,6,2,0
3137,eliminated,-2300.0,7,0,4,10
3138,victory,2200.0,38,5,0,7
3139,victory,2600.0,13,9,0,9
3140,eliminated,-2300.0,11,0,2,9
3141,eliminated,-2100.0,54,2,0,3
3142,eliminated,-2300.0,215,0,0,1
3143,victory,2000.0,290,3,0,1
3144,victory,2300.0,267,6,2,0
3145,eliminated,-2300.0,8,0,6,10
3146,victory,2700.0,87,10,0,3
3147,eliminated,-2300.0,25,0,0,8
3148,victory,2300.0,10,6,0,9
3149,victory,2100.0,9,4,0,10
3150,eliminated,-2100.0,8,2,0,10
3151,victory,2200.0,25,5,0,8
3152,eliminated,-2300.0,35,0,0,8
3153,eliminated,-2300.0,44,0,0,5
3154,eliminated,-2300.0,378,0,0,2
3155,eliminated,-2100.0,21,2,0,6
3156,eliminated,-2100.0,21,2,0,7
3157,eliminated,-2300.0,7,0,3,10
3158,victory,2300.0,23,6,0,8
3159,victory,2500.0,100,8,2,0
3160,eliminated,-2300.0,5,0,4,10
3161,eliminated,-2300.0,7,0,2,10
3162,eliminated,-2300.0,47,0,1,3
3163,victory,2000.0,26,3,0,9
3164,victory,2200.0,27,5,0,6
3165,eliminated,-2200.0,13,1,0,8
3166,eliminated,-2300.0,18,0,4,8
3167,victory,2000.0,29,3,0,6
3168,victory,2000.0,132,3,0,2
3169,victory,2000.0,23,3,0,7
3170,eliminated,-2300.0,3,0,5,10
3171,victory,2300.0,13,6,0,8
3172,eliminated,-2200.0,69,1,0,2
3173,victory,2500.0,50,8,0,4
3174,eliminated,-2200.0,45,1,0,4
3175,eliminated,-2300.0,18,0,0,7
3176,eliminated,-2300.0,21,0,2,8
3177,victory,2400.0,391,7,3,0
3178,eliminated,-2300.0,3,0,5,10
3179,victory,2200.0,39,5,0,6
3180,victory,2000.0,124,3,0,1
3181,victory,2000.0,28,3,0,7
3182,eliminated,-2300.0,13,0,5,9
3183,victory,2200.0,23,5,0,8
3184,eliminated,-2100.0,11,2,0,9
3185,victory,2300.0,220,6,0,1
3186,victory,2100.0,189,4,1,0
3187,victory,2000.0,27,3,0,8
3188,eliminated,-2100.0,21,2,0,9
3189,eliminated,-2100.0,12,2,0,10
3190,eliminated,-2200.0,17,1,0,8
3191,victory,2100.0,20,4,0,10
3192,victory,2000.0,33,3,0,8
3193,eliminated,-2300.0,5,0,3,10
3194,victory,2200.0,156,5,1,0
3195,eliminated,-2300.0,20,0,2,9
3196,eliminated,-2100.0,22,2,0,8
3197,victory,2600.0,127,9,2,0
3198,eliminated,-2200.0,26,1,0,6
3199,eliminated,-2300.0,50,0,2,3
3200,victory,2400.0,23,7,0,8
3201,victory,2400.0,146,7,3,0
3202,victory,2000.0,17,3,0,8
3203,victory,2000.0,107,3,4,0
3204,victory,2300.0,19,6,0,5
3205,eliminated,-2100.0,19,2,0,8
3206,victory,2400.0,19,7,0,8
3207,victory,2000.0,42,3,0,3
3208,eliminated,-2100.0,23,2,0,8
3209,victory,2300.0,51,6,0,3
3210,eliminated,-2200.0,21,1,0,10
3211,victory,2000.0,9,3,0,8
3212,victory,2000.0,9,3,0,10
3213,eliminated,-2300.0,8,0,4,10
3214,eliminated,-2300.0,14,0,5,7
3215,eliminated,-2100.0,16,2,0,10
3216,eliminated,-2300.0,7,0,4,10
3217,eliminated,-2200.0,20,1,0,7
3218,victory,2000.0,159,3,0,1
3219,eliminated,-2300.0,7,0,6,9
3220,eliminated,-2300.0,12,0,6,8
3221,eliminated,-2100.0,58,2,0,4
3222,victory,2300.0,19,6,0,6
3223,victory,2200.0,58,5,0,5
3224,eliminated,-2300.0,25,0,3,9
3225,victory,2300.0,24,6,0,8
3226,victory,2200.0,15,5,0,9
3227,victory,2000.0,13,3,0,10
3228,victory,2200.0,24,5,0,8
3229,eliminated,-2300.0,10,0,1,10
3230,eliminated,-2100.0,31,2,0,5
3231,eliminated,-2300.0,15,0,3,9
3232,eliminated,-2100.0,74,2,0,2
3233,victory,2100.0,10,4,0,10
3234,victory,2400.0,35,7,0,5
3235,eliminated,-2100.0,20,2,0,8
3236,victory,2500.0,109,8,0,2
3237,victory,2500.0,22,8,0,9
3238,eliminated,-2300.0,18,0,2,9
3239,victory,2200.0,33,5,0,7
3240,victory,2300.0,18,6,0,9
3241,eliminated,-2300.0,2,0,6,10
3242,victory,2000.0,15,3,0,8
3243,victory,2200.0,35,5,0,9
3244,victory,2000.0,26,3,0,7
3245,victory,2100.0,106,4,0,1
3246,victory,2100.0,28,4,0,8
3247,eliminated,-2300.0,24,0,2,8
3248,victory,2000.0,20,3,0,10
3249,victory,2500.0,249,8,0,1
3250,victory,2100.0,11,4,0,10
3251,victory,2100.0,69,4,2,0
3252,victory,2000.0,32,3,0,9
3253,victory,2000.0,23,3,0,7
3254,victory,2000.0,48,3,0,5
3255,victory,2000.0,29,3,0,6
3256,eliminated,-2200.0,8,1,0,10
3257,eliminated,-2300.0,2,0,6,10
3258,eliminated,-2300.0,30,0,0,6
3259,eliminated,-2200.0,26,1,0,6
3260,victory,2200.0,31,5,0,6
3261,victory,2200.0,18,5,0,9
3262,victory,2200.0,49,5,0,1
3263,victory,2000.0,22,3,0,7
3264,victory,2200.0,29,5,0,2
3265,victory,2000.0,24,3,0,6
3266,eliminated,-2200.0,10,1,0,10
3267,victory,2200.0,24,5,0,9
3268,victory,2200.0,333,5,1,0
3269,victory,2000.0,65,3,0,4
3270,victory,2000.0,461,3,4,0
3271,victory,2000.0,377,3,0,1
3272,victory,2200.0,24,5,0,8
3273,victory,2200.0,9,5,0,10
3274,victory,2300.0,16,6,0,9
3275,victory,2000.0,25,3,0,7
3276,victory,2200.0,55,5,0,2
3277,eliminated,-2300.0,26,0,0,5
3278,eliminated,-2100.0,12,2,0,8
3279,victory,2500.0,33,8,0,6
3280,victory,2400.0,25,7,0,7
3281,victory,2100.0,54,4,0,3
3282,victory,2400.0,16,7,0,8
3283,victory,2100.0,69,4,0,3
3284,victory,2300.0,30,6,0,7
3285,victory,2400.0,80,7,2,0
