episode,game_status,total_reward,turns,agent_stars,agent_cards_left,opponents_alive
69,victory,1900.0,168,2,4,0
70,victory,2300.0,10,6,0,10
71,eliminated,-2300.0,2,0,6,10
72,eliminated,-2300.0,10,0,5,9
73,victory,2500.0,13,8,0,9
74,victory,2100.0,13,4,0,8
75,victory,2100.0,21,4,0,8
76,victory,2100.0,21,4,0,6
77,victory,2000.0,186,3,0,1
78,victory,2400.0,13,7,0,8
79,victory,2000.0,16,3,0,8
80,victory,1900.0,223,2,1,0
81,victory,2200.0,24,5,0,9
82,eliminated,-2300.0,12,0,2,8
83,victory,2300.0,26,6,0,7
84,victory,2000.0,16,3,0,8
85,victory,2100.0,135,4,0,1
86,eliminated,-2200.0,32,1,0,5
87,victory,2000.0,27,3,0,8
88,victory,2200.0,15,5,0,8
89,victory,2300.0,59,6,0,4
90,eliminated,-2300.0,5,0,5,10
91,eliminated,-2300.0,5,0,4,10
92,eliminated,-2200.0,22,1,0,7
93,eliminated,-2300.0,17,0,1,9
94,victory,2500.0,16,8,0,9
95,victory,2100.0,147,4,1,0
96,eliminated,-2300.0,11,0,6,9
97,victory,2200.0,14,5,0,8
98,victory,2200.0,96,5,2,0
99,eliminated,-2100.0,60,2,0,3
100,victory,2000.0,188,3,3,0
101,victory,2300.0,20,6,0,9
102,victory,2100.0,29,4,0,8
103,victory,2400.0,48,7,0,5
104,eliminated,-2300.0,17,0,0,8
105,victory,2200.0,79,5,0,2
106,victory,2200.0,27,5,0,8
107,victory,2100.0,144,4,0,1
108,victory,2200.0,67,5,0,5
109,victory,2400.0,37,7,0,7
110,victory,2600.0,169,9,0,1
111,victory,2400.0,21,7,0,8
112,victory,2100.0,13,4,0,9
113,eliminated,-2100.0,21,2,0,7
114,victory,2100.0,26,4,0,8
115,eliminated,-2300.0,4,0,5,10
116,victory,2500.0,30,8,0,4
117,victory,2000.0,8,3,0,10
118,eliminated,-2300.0,15,0,2,7
119,victory,2000.0,93,3,0,3
120,eliminated,-2100.0,67,2,0,1
121,eliminated,-2300.0,13,0,0,9
122,victory,2600.0,10,9,0,9
123,victory,2600.0,47,9,0,1
124,victory,2000.0,32,3,0,5
125,victory,2100.0,21,4,0,7
126,victory,2400.0,32,7,0,8
127,victory,2100.0,29,4,0,7
128,eliminated,-2300.0,4,0,5,10
129,victory,2000.0,10,3,0,9
130,victory,2200.0,16,5,0,9
131,victory,2200.0,19,5,0,8
132,victory,2100.0,21,4,0,7
133,victory,2200.0,9,5,0,9
134,eliminated,-2300.0,3,0,6,10
135,victory,2300.0,21,6,0,6
136,eliminated,-2200.0,18,1,0,8
137,victory,2300.0,8,6,0,9
138,victory,2400.0,41,7,0,7
139,victory,2200.0,10,5,0,10
140,victory,2000.0,19,3,0,7
141,victory,2400.0,33,7,0,3
142,eliminated,-2300.0,38,0,4,4
143,eliminated,-2300.0,21,0,1,7
144,victory,2100.0,16,4,0,6
145,eliminated,-2300.0,33,0,5,6
146,eliminated,-2300.0,34,0,2,5
147,eliminated,-2100.0,18,2,0,7
148,victory,2200.0,23,5,0,8
149,victory,2000.0,121,3,0,3
150,victory,2200.0,58,5,0,2
151,victory,2200.0,11,5,0,10
152,eliminated,-2300.0,8,0,4,9
153,eliminated,-2100.0,11,2,0,9
154,victory,2400.0,19,7,0,7
155,victory,2200.0,16,5,0,9
156,victory,2000.0,16,3,0,9
157,victory,2300.0,100,6,0,1
158,victory,2400.0,32,7,0,7
159,victory,2400.0,13,7,0,9
160,victory,2200.0,61,5,0,3
161,eliminated,-2300.0,9,0,6,10
162,victory,2200.0,15,5,0,7
163,eliminated,-2300.0,22,0,1,8
164,victory,2200.0,18,5,0,8
165,victory,2000.0,20,3,0,8
166,eliminated,-2300.0,16,0,4,9
167,victory,2000.0,33,3,0,5
168,victory,2200.0,18,5,0,8
169,eliminated,-2100.0,57,2,0,2
170,victory,2000.0,183,3,0,1
171,eliminated,-2100.0,21,2,0,9
172,victory,2000.0,16,3,0,8
173,victory,2100.0,46,4,0,3
174,eliminated,-2300.0,8,0,5,9
175,victory,2100.0,37,4,0,5
176,victory,2100.0,22,4,0,9
177,victory,2400.0,15,7,0,8
178,victory,2400.0,30,7,0,4
179,victory,2200.0,150,5,1,0
180,eliminated,-2100.0,30,2,0,6
181,eliminated,-2300.0,8,0,0,10
182,victory,2700.0,26,10,0,6
183,victory,2500.0,17,8,0,8
184,victory,2300.0,18,6,0,9
185,victory,2300.0,17,6,0,7
186,eliminated,-2100.0,18,2,0,10
187,victory,2100.0,28,4,0,5
188,victory,2300.0,20,6,0,8
189,eliminated,-2300.0,12,0,2,8
190,victory,2200.0,25,5,0,8
191,eliminated,-2100.0,19,2,0,6
192,victory,2000.0,18,3,0,9
193,eliminated,-2200.0,18,1,0,8
194,victory,2200.0,44,5,0,4
195,eliminated,-2300.0,5,0,5,9
196,eliminated,-2100.0,19,2,0,8
197,eliminated,-2300.0,13,0,2,9
198,eliminated,-2100.0,26,2,0,6
199,victory,2400.0,49,7,0,5
200,eliminated,-2100.0,34,2,0,6
201,eliminated,-2100.0,20,2,0,10
202,victory,2400.0,157,7,3,0
203,eliminated,-2300.0,12,0,3,9
204,eliminated,-2000.0,500,3,2,1
205,eliminated,-2300.0,21,0,6,6
206,eliminated,-2100.0,34,2,0,4
207,victory,2300.0,39,6,0,3
208,eliminated,-2200.0,10,1,0,10
209,victory,2000.0,32,3,0,6
210,victory,1900.0,115,2,7,0
211,victory,2000.0,9,3,0,10
212,victory,2000.0,14,3,0,8
213,eliminated,-2300.0,71,0,2,3
214,victory,2100.0,13,4,0,9
215,victory,2400.0,28,7,0,6
216,eliminated,-2300.0,16,0,0,10
217,victory,2000.0,466,3,1,0
218,victory,2400.0,13,7,0,8
219,eliminated,-1900.0,500,4,2,1
220,victory,2000.0,12,3,0,7
221,victory,2300.0,22,6,0,8
222,victory,2100.0,28,4,0,3
223,victory,2000.0,18,3,0,8
224,victory,2100.0,20,4,0,8
225,victory,2000.0,166,3,2,0
226,eliminated,-2100.0,52,2,0,5
227,eliminated,-2200.0,18,1,0,9
228,victory,2100.0,11,4,0,10
229,victory,2100.0,26,4,0,5
230,victory,2000.0,38,3,0,7
231,victory,2000.0,185,3,5,0
232,victory,2200.0,185,5,0,1
233,eliminated,-2300.0,2,0,6,10
234,eliminated,-2300.0,29,0,4,7
235,eliminated,-2300.0,15,0,3,10
236,victory,2100.0,22,4,0,7
237,victory,2200.0,32,5,0,8
238,victory,2400.0,209,7,0,1
239,eliminated,-2100.0,12,2,0,10
240,victory,2100.0,195,4,0,1
241,eliminated,-2100.0,20,2,0,8
242,victory,2200.0,14,5,0,9
243,victory,1900.0,348,2,1,0
244,victory,2300.0,101,6,0,2
245,victory,2300.0,12,6,0,9
246,victory,2200.0,19,5,0,9
247,eliminated,-2300.0,7,0,3,9
248,victory,2200.0,109,5,0,3
249,victory,2000.0,54,3,0,3
250,eliminated,-2300.0,10,0,3,10
251,eliminated,-2100.0,38,2,0,5
252,victory,2300.0,13,6,0,9
253,victory,2300.0,16,6,0,8
254,victory,2100.0,20,4,0,5
255,eliminated,-2300.0,65,0,2,2
256,victory,2200.0,108,5,3,0
257,victory,2000.0,58,3,0,3
258,victory,2000.0,14,3,0,8
259,victory,2100.0,24,4,0,7
260,eliminated,-2100.0,85,2,0,2
261,victory,2000.0,25,3,0,6
262,eliminated,-2300.0,9,0,1,10
263,victory,2500.0,13,8,0,9
264,eliminated,-2300.0,39,0,1,7
265,victory,2200.0,21,5,0,9
266,eliminated,-2300.0,5,0,6,10
267,eliminated,-2200.0,36,1,0,9
268,eliminated,-2200.0,120,1,0,2
269,victory,2500.0,20,8,0,7
270,victory,2000.0,34,3,0,7
271,victory,2400.0,52,7,0,1
272,victory,2000.0,86,3,0,2
273,eliminated,-2300.0,46,0,2,3
274,eliminated,-2100.0,38,2,0,6
275,victory,2100.0,45,4,0,3
276,eliminated,-2300.0,31,0,2,6
277,eliminated,-2300.0,10,0,4,10
278,eliminated,-2100.0,89,2,0,1
279,victory,2100.0,21,4,0,9
280,eliminated,-2300.0,10,0,6,10
281,victory,2300.0,17,6,0,8
282,victory,2300.0,13,6,0,8
283,victory,2200.0,50,5,0,5
284,eliminated,-2100.0,13,2,0,9
285,victory,2200.0,19,5,0,9
286,victory,2600.0,55,9,0,3
287,victory,2000.0,34,3,0,5
288,victory,2200.0,262,5,3,0
289,victory,2200.0,50,5,0,3
290,victory,2300.0,167,6,6,0
291,eliminated,-2100.0,58,2,0,2
292,victory,2200.0,142,5,0,0
293,eliminated,-2100.0,17,2,0,8
294,victory,2300.0,125,6,0,1
295,victory,2400.0,95,7,0,1
296,eliminated,-2100.0,19,2,0,8
297,victory,2200.0,14,5,0,8
298,eliminated,-2100.0,11,2,0,10
299,eliminated,-2100.0,269,2,0,2
300,eliminated,-2100.0,17,2,0,9
301,victory,2400.0,35,7,0,6
302,victory,2200.0,16,5,0,9
303,victory,2200.0,109,5,0,3
304,eliminated,-2300.0,4,0,6,10
305,eliminated,-2100.0,13,2,0,10
306,eliminated,-2300.0,10,0,3,10
307,victory,2400.0,61,7,0,3
308,victory,2300.0,49,6,0,4
309,victory,2100.0,99,4,0,1
310,victory,2100.0,16,4,0,7
311,victory,2000.0,13,3,0,9
312,victory,2200.0,29,5,0,6
313,victory,2300.0,32,6,0,7
314,victory,2400.0,26,7,0,5
315,eliminated,-2300.0,9,0,1,10
316,eliminated,-2300.0,6,0,4,10
317,eliminated,-2100.0,386,2,0,1
318,eliminated,-2300.0,10,0,4,10
319,eliminated,-2210.0,10,1,0,9
320,victory,2100.0,26,4,0,7
321,eliminated,-2100.0,14,2,0,9
322,victory,2000.0,15,3,0,7
323,victory,2300.0,24,6,0,8
324,eliminated,-2300.0,11,0,6,10
325,victory,2100.0,10,4,0,8
326,victory,2100.0,33,4,0,8
327,eliminated,-2300.0,311,0,1,0
328,eliminated,-2200.0,312,1,0,0
329,eliminated,-2200.0,15,1,0,9
330,eliminated,-2200.0,171,1,0,0
331,victory,2100.0,80,4,0,3
332,eliminated,-2100.0,31,2,0,4
333,eliminated,-2300.0,4,0,5,10
334,eliminated,-2300.0,6,0,2,10
335,eliminated,-2300.0,44,0,0,5
336,eliminated,-2300.0,15,0,5,8
337,victory,2600.0,33,9,0,4
338,victory,2600.0,42,9,0,3
339,eliminated,-2100.0,41,2,0,5
340,eliminated,-2200.0,38,1,0,7
341,victory,2100.0,438,4,0,1
342,eliminated,-2300.0,14,0,2,10
343,eliminated,-2300.0,13,0,5,10
344,victory,2400.0,51,7,0,4
345,eliminated,-2300.0,3,0,6,10
346,victory,2300.0,43,6,0,5
347,victory,2000.0,13,3,0,9
348,victory,2400.0,220,7,0,0
349,eliminated,-2200.0,39,1,0,6
350,eliminated,-2100.0,33,2,0,8
351,victory,2000.0,140,3,0,1
352,victory,2000.0,37,3,0,7
353,eliminated,-2300.0,22,0,3,8
354,victory,2200.0,21,5,0,7
355,eliminated,-2300.0,35,0,4,6
356,victory,2400.0,42,7,0,6
357,eliminated,-2100.0,38,2,0,6
358,victory,2200.0,27,5,0,9
359,eliminated,-2200.0,19,1,0,9
360,victory,2000.0,11,3,0,8
361,eliminated,-2300.0,7,0,4,9
362,victory,2500.0,150,8,0,2
363,eliminated,-2100.0,13,2,0,9
364,eliminated,-2100.0,66,2,0,3
365,victory,2400.0,199,7,0,2
366,eliminated,-2300.0,40,0,3,4
367,eliminated,-2300.0,21,0,1,9
368,eliminated,-2300.0,3,0,5,10
369,victory,2000.0,146,3,6,0
370,eliminated,-2300.0,6,0,3,10
371,victory,2200.0,12,5,0,10
372,victory,2100.0,13,4,0,9
373,victory,2000.0,66,3,0,2
374,victory,2200.0,71,5,0,3
375,victory,2300.0,21,6,0,6
376,victory,2200.0,39,5,0,7
377,victory,2400.0,63,7,0,2
378,eliminated,-2300.0,249,0,0,2
379,eliminated,-2300.0,8,0,5,10
380,victory,2200.0,25,5,0,9
381,victory,2200.0,46,5,0,2
382,eliminated,-2300.0,5,0,5,10
383,victory,2100.0,19,4,0,7
384,victory,2100.0,12,4,0,9
385,victory,1800.0,179,1,1,0
386,eliminated,-2300.0,32,0,0,7
387,victory,2300.0,69,6,0,5
388,victory,2200.0,45,5,0,5
389,victory,2300.0,89,6,0,1
390,eliminated,-2200.0,68,1,0,2
391,victory,2300.0,30,6,0,8
392,victory,2000.0,33,3,0,6
393,victory,2100.0,9,4,0,10
394,eliminated,-2300.0,5,0,6,10
395,victory,2200.0,183,5,0,0
396,victory,2100.0,13,4,0,9
397,eliminated,-2100.0,21,2,0,10
398,eliminated,-2300.0,14,0,2,9
399,victory,2200.0,43,5,0,3
400,victory,2000.0,62,3,0,3
401,victory,2200.0,64,5,0,5
402,victory,2200.0,26,5,0,7
403,eliminated,-2300.0,15,0,2,8
404,victory,2000.0,21,3,0,8
405,victory,2000.0,26,3,0,7
406,victory,2300.0,32,6,0,5
407,victory,2100.0,31,4,0,8
408,victory,2100.0,21,4,0,9
409,victory,2100.0,12,4,0,10
410,eliminated,-2200.0,55,1,0,2
411,victory,2400.0,27,7,0,7
412,victory,2100.0,10,4,0,9
413,victory,2000.0,45,3,0,5
414,victory,2400.0,71,7,0,3
415,victory,2100.0,10,4,0,8
416,victory,2100.0,82,4,0,2
417,eliminated,-2100.0,19,2,0,9
418,victory,2400.0,151,7,0,2
419,victory,2100.0,15,4,0,9
420,eliminated,-2200.0,33,1,0,8
421,victory,2000.0,17,3,0,8
422,eliminated,-2100.0,40,2,0,4
423,victory,2200.0,17,5,0,9
424,eliminated,-2200.0,43,1,0,6
425,victory,2100.0,47,4,0,4
426,eliminated,-2300.0,7,0,5,9
427,victory,2100.0,11,4,0,9
428,victory,2100.0,18,4,0,9
429,eliminated,-2000.0,500,3,2,1
430,victory,2100.0,240,4,0,1
431,victory,2000.0,38,3,0,6
432,victory,2100.0,21,4,0,8
433,victory,2000.0,142,3,3,0
434,victory,2000.0,47,3,0,5
435,eliminated,-2300.0,15,0,6,10
436,victory,2000.0,12,3,0,10
437,victory,2200.0,21,5,0,10
438,victory,2000.0,51,3,0,5
439,eliminated,-2300.0,5,0,5,10
440,victory,2100.0,295,4,2,0
441,victory,2300.0,99,6,4,0
442,eliminated,-2100.0,27,2,0,8
443,victory,2200.0,26,5,0,8
444,eliminated,-2300.0,2,0,6,9
445,victory,2000.0,21,3,0,7
446,victory,2000.0,17,3,0,8
447,victory,2100.0,199,4,0,1
448,victory,2100.0,74,4,0,3
449,victory,2000.0,17,3,0,7
450,victory,2100.0,58,4,0,2
451,victory,2100.0,17,4,0,8
452,victory,2400.0,18,7,0,9
453,victory,2100.0,28,4,0,9
454,eliminated,-2200.0,23,1,0,9
455,victory,2400.0,24,7,0,9
456,victory,2000.0,30,3,0,6
457,victory,2300.0,268,6,4,0
458,victory,2000.0,16,3,0,10
459,eliminated,-2300.0,4,0,4,10
460,victory,2200.0,203,5,0,0
461,victory,2200.0,39,5,0,4
462,victory,2300.0,22,6,0,7
463,victory,2400.0,84,7,0,2
464,victory,2400.0,39,7,0,4
465,victory,2300.0,75,6,0,1
466,eliminated,-2300.0,13,0,1,9
467,victory,2100.0,13,4,0,9
468,eliminated,-2000.0,500,3,3,1
469,victory,2100.0,14,4,0,10
470,victory,2000.0,23,3,0,7
471,victory,2000.0,22,3,0,8
472,eliminated,-2300.0,51,0,0,4
473,victory,2000.0,40,3,0,6
474,victory,2300.0,16,6,0,10
475,victory,2100.0,12,4,0,9
476,victory,2200.0,35,5,0,6
477,victory,2100.0,23,4,0,8
478,eliminated,-2300.0,13,0,2,9
479,victory,2400.0,139,7,3,0
480,eliminated,-2100.0,76,2,0,2
481,eliminated,-2100.0,184,2,0,0
482,eliminated,-2200.0,57,1,0,4
483,victory,1900.0,111,2,3,0
484,eliminated,-2300.0,9,0,3,10
485,victory,2200.0,54,5,0,4
486,eliminated,-2300.0,159,0,4,1
487,victory,2200.0,32,5,0,8
488,victory,2000.0,18,3,0,6
489,victory,2200.0,35,5,0,7
490,victory,2200.0,18,5,0,8
491,eliminated,-2100.0,15,2,0,9
492,victory,2200.0,9,5,0,10
493,eliminated,-2100.0,8,2,0,10
494,victory,2100.0,41,4,0,4
495,victory,2100.0,16,4,0,10
496,eliminated,-2100.0,18,2,0,7
497,eliminated,-2100.0,105,2,0,2
498,victory,2100.0,70,4,0,4
499,eliminated,-2100.0,172,2,0,0
500,victory,2100.0,139,4,0,1
501,victory,2300.0,22,6,0,8
502,victory,2300.0,29,6,0,9
503,eliminated,-2300.0,8,0,6,9
504,victory,2000.0,99,3,0,2
505,eliminated,-2300.0,5,0,5,10
506,victory,2100.0,17,4,0,6
507,eliminated,-2100.0,89,2,0,2
508,victory,2000.0,136,3,4,0
509,victory,2100.0,278,4,5,0
510,victory,2100.0,13,4,0,8
511,victory,2300.0,14,6,0,9
512,eliminated,-2200.0,17,1,0,7
513,victory,2200.0,42,5,0,4
514,eliminated,-2100.0,30,2,0,6
515,eliminated,-2100.0,15,2,0,10
516,victory,2200.0,22,5,0,8
517,victory,2200.0,322,5,0,1
518,eliminated,-2100.0,150,2,0,1
519,eliminated,-2100.0,26,2,0,5
520,victory,2000.0,11,3,0,9
521,eliminated,-2300.0,3,0,5,10
522,victory,2200.0,22,5,0,7
523,eliminated,-2300.0,6,0,2,10
524,victory,2400.0,9,7,0,9
525,eliminated,-2300.0,48,0,1,5
526,victory,2500.0,8,8,0,9
527,victory,2200.0,36,5,0,6
528,eliminated,-2300.0,83,0,2,3
529,victory,2200.0,25,5,0,7
530,victory,2100.0,14,4,0,8
531,victory,2300.0,21,6,0,5
532,victory,2300.0,12,6,0,8
533,eliminated,-2100.0,50,2,0,2
534,victory,2000.0,10,3,0,10
535,victory,2000.0,8,3,0,9
536,victory,2500.0,322,8,2,0
537,victory,2100.0,129,4,3,0
538,eliminated,-2300.0,21,0,6,9
539,eliminated,-2200.0,19,1,0,10
540,victory,2500.0,44,8,0,4
541,eliminated,-2300.0,21,0,3,8
542,eliminated,-2100.0,20,2,0,8
543,eliminated,-2100.0,62,2,0,2
544,victory,2000.0,23,3,0,8
545,eliminated,-2200.0,168,1,0,1
546,victory,2500.0,92,8,0,3
547,victory,2000.0,20,3,0,9
548,eliminated,-2200.0,47,1,0,4
549,eliminated,-2100.0,291,2,0,0
550,victory,2200.0,328,5,0,1
551,victory,2000.0,18,3,0,9
552,victory,2100.0,19,4,0,9
553,victory,2100.0,11,4,0,10
554,victory,2400.0,56,7,0,2
555,eliminated,-2100.0,500,2,4,1
556,eliminated,-2200.0,500,1,1,1
557,victory,2400.0,21,7,0,9
558,victory,2000.0,53,3,0,5
559,eliminated,-2300.0,26,0,3,8
560,victory,2400.0,99,7,0,0
561,eliminated,-2100.0,41,2,0,7
562,eliminated,-2200.0,13,1,0,10
563,victory,2100.0,56,4,0,6
564,victory,2000.0,14,3,0,7
565,eliminated,-2100.0,63,2,0,3
566,victory,2000.0,33,3,0,3
567,victory,2500.0,58,8,0,2
568,victory,2000.0,20,3,0,7
569,victory,2300.0,33,6,0,3
570,eliminated,-2300.0,32,0,3,4
571,victory,2000.0,96,3,7,0
572,victory,2200.0,55,5,0,3
573,victory,2400.0,23,7,0,6
574,victory,2100.0,62,4,0,3
575,victory,2400.0,25,7,0,7
576,victory,2500.0,23,8,0,7
577,eliminated,-2300.0,6,0,4,10
578,victory,2300.0,112,6,1,0
579,victory,2200.0,194,5,0,1
580,victory,2200.0,43,5,0,2
581,eliminated,-2300.0,7,0,6,10
582,victory,2000.0,25,3,0,8
583,victory,2200.0,91,5,0,3
584,victory,2100.0,30,4,0,8
585,victory,2100.0,43,4,0,2
586,victory,2200.0,23,5,0,6
587,victory,2100.0,32,4,0,7
588,victory,2200.0,28,5,0,6
589,victory,2300.0,22,6,0,8
590,eliminated,-2100.0,46,2,0,6
591,eliminated,-2300.0,12,0,2,9
592,victory,2000.0,10,3,0,10
593,eliminated,-2300.0,13,0,6,9
594,eliminated,-2300.0,16,0,1,10
595,victory,2000.0,34,3,0,7
596,eliminated,-2300.0,5,0,4,10
597,victory,2200.0,95,5,0,2
598,victory,2100.0,45,4,0,4
599,victory,2200.0,10,5,0,9
600,eliminated,-2300.0,11,0,4,10
601,victory,2200.0,13,5,0,7
602,eliminated,-2200.0,16,1,0,8
603,victory,2100.0,18,4,0,10
604,victory,2200.0,38,5,0,6
605,eliminated,-2100.0,18,2,0,7
606,eliminated,-2100.0,10,2,0,10
607,victory,2400.0,30,7,0,7
608,eliminated,-2300.0,96,0,0,0
609,victory,2000.0,105,3,0,1
610,victory,2300.0,22,6,0,6
611,victory,2000.0,12,3,0,9
612,eliminated,-2100.0,14,2,0,10
613,victory,2200.0,57,5,0,5
614,victory,2500.0,31,8,0,6
615,victory,2200.0,28,5,0,7
616,victory,2100.0,26,4,0,7
617,victory,2000.0,58,3,0,3
618,eliminated,-2300.0,68,0,1,2
619,eliminated,-2100.0,31,2,0,6
620,victory,2400.0,263,7,0,0
621,victory,2200.0,25,5,0,8
622,victory,2200.0,88,5,0,1
623,victory,2200.0,30,5,0,6
624,victory,2200.0,33,5,0,4
625,victory,2100.0,40,4,0,3
626,victory,2000.0,16,3,0,10
627,victory,2200.0,58,5,0,3
628,victory,2100.0,27,4,0,3
629,eliminated,-1800.0,500,5,6,1
630,victory,2000.0,50,3,0,4
631,eliminated,-2100.0,55,2,0,4
632,eliminated,-2100.0,34,2,0,4
633,victory,2500.0,243,8,0,1
634,victory,2300.0,23,6,0,7
635,eliminated,-2300.0,6,0,5,10
636,eliminated,-2100.0,16,2,0,9
637,victory,2200.0,21,5,0,8
638,victory,2000.0,33,3,0,7
639,eliminated,-2100.0,21,2,0,8
640,victory,2200.0,43,5,0,5
641,victory,2200.0,11,5,0,8
642,victory,2100.0,13,4,0,8
643,victory,2100.0,33,4,0,7
644,victory,2100.0,39,4,0,4
645,victory,2100.0,9,4,0,9
646,eliminated,-2200.0,114,1,0,2
647,eliminated,-2100.0,34,2,0,8
648,eliminated,-2300.0,13,0,1,9
649,victory,2200.0,35,5,0,6
650,victory,2200.0,25,5,0,7
651,eliminated,-2200.0,161,1,0,0
652,victory,2100.0,27,4,0,3
653,eliminated,-2200.0,14,1,0,10
654,victory,2300.0,222,6,1,0
655,victory,2100.0,12,4,0,9
656,victory,2400.0,39,7,0,3
657,eliminated,-2200.0,62,1,0,3
658,victory,2100.0,27,4,0,9
659,eliminated,-2300.0,6,0,2,10
660,eliminated,-2300.0,4,0,6,10
661,victory,2000.0,131,3,0,2
662,victory,2000.0,23,3,0,8
663,victory,2100.0,19,4,0,8
664,victory,2500.0,256,8,0,1
665,eliminated,-2300.0,9,0,5,9
666,eliminated,-2300.0,24,0,2,7
667,eliminated,-2200.0,15,1,0,9
668,victory,2100.0,25,4,0,9
669,victory,2200.0,32,5,0,7
670,victory,2200.0,33,5,0,5
671,eliminated,-2300.0,111,0,0,2
672,eliminated,-2100.0,10,2,0,10
673,victory,2000.0,23,3,0,8
674,victory,2000.0,23,3,0,6
675,eliminated,-2300.0,3,0,6,10
676,eliminated,-2100.0,43,2,0,5
677,eliminated,-2100.0,27,2,0,7
678,victory,2400.0,15,7,0,7
679,victory,2500.0,11,8,0,10
680,eliminated,-2300.0,18,0,5,9
681,victory,2100.0,19,4,0,7
682,victory,2200.0,42,5,0,6
683,victory,2200.0,12,5,0,10
684,eliminated,-2300.0,11,0,5,10
685,eliminated,-2100.0,23,2,0,9
686,eliminated,-2300.0,5,0,6,10
687,eliminated,-2300.0,9,0,1,9
688,victory,2200.0,53,5,0,3
689,victory,2300.0,92,6,5,0
690,eliminated,-2300.0,5,0,5,10
691,victory,2300.0,11,6,0,8
692,eliminated,-2100.0,19,2,0,8
693,victory,2100.0,41,4,0,7
694,victory,2000.0,92,3,0,2
695,victory,2100.0,19,4,0,9
696,eliminated,-2100.0,67,2,0,3
697,eliminated,-2200.0,30,1,0,7
698,victory,2100.0,15,4,0,9
699,eliminated,-2200.0,31,1,0,7
700,victory,1900.0,104,2,3,0
701,eliminated,-2300.0,15,0,2,9
702,victory,2100.0,16,4,0,7
703,victory,2400.0,9,7,0,9
704,victory,2300.0,17,6,0,10
705,victory,2300.0,18,6,0,7
706,victory,2300.0,21,6,0,8
707,victory,2400.0,51,7,0,6
708,victory,2100.0,22,4,0,9
709,victory,2200.0,30,5,0,5
710,victory,2300.0,28,6,0,5
711,eliminated,-2200.0,12,1,0,10
712,eliminated,-2300.0,20,0,4,9
713,victory,2100.0,26,4,0,8
714,eliminated,-2300.0,7,0,5,10
715,eliminated,-2300.0,2,0,6,10
716,victory,2200.0,15,5,0,8
717,victory,2100.0,36,4,0,7
718,eliminated,-2100.0,68,2,0,4
719,victory,2300.0,10,6,0,8
720,eliminated,-2200.0,23,1,0,10
721,victory,1900.0,106,2,1,0
722,victory,2100.0,23,4,0,9
723,eliminated,-2100.0,16,2,0,9
724,victory,2000.0,40,3,0,5
725,eliminated,-2200.0,41,1,0,5
726,eliminated,-2300.0,22,0,1,8
727,eliminated,-2300.0,3,0,5,10
728,victory,2400.0,13,7,0,8
